1449327141,184
193398869X,169
1119998956,146
1449340377,66
0321884922,50
0262033844,50
0321968972,50
1594035229,32
0735611319,30
0817636773,28
006124189X,28
0374275637,26
0932633439,26
0415873843,24
0132350882,24
0596517742,24
0465067107,24
098478280X,22
0321534042,22
0307887898,20
1933633867,20
0131103628,20
0465046746,20
1107609178,18
0596529325,18
0062060244,18
0131177052,18
0060891548,18
0976470705,18
0672329468,18
0735619670,18
159420411X,16
0195374614,16
1610392116,16
0812972155,16
0393316041,16
0307272702,16
0385495323,16
1849967202,16
0380810336,16
0136108040,16
0262560992,16
0201485672,16
0321821521,16
0521675995,16
0814758371,16
0446576433,15
0131774298,14
0671723650,14
0143122010,14
0201657880,14
0393310728,14
0312367066,14
0596802293,14
1594032556,14
1455509124,14
1594203075,14
0143036769,14
0762415339,14
0446670553,14
0201558025,14
0743280725,14
0321503627,13
159184553X,12
0123745144,12
1556526377,12
0470929820,12
0307465357,12
1400069289,12
0375423729,12
1593272200,12
3721201450,12
012375030X,12
0316113506,12
0201835959,12
014303653X,12
1848000693,12
1451648537,12
0393338827,11
0615373968,11
0061353248,11
0060005696,10
0201379376,10
0140139966,10
0521513383,10
111866146X,10
0393339750,10
0262640686,10
0525952047,10
0137081073,10
0321344758,10
0321584104,10
0195144708,10
0486284247,10
0887307280,10
0316040932,10
0387982582,10
0345472322,10
0132017997,10
0195135792,10
0312430000,10
0195105192,10
0982522738,10
0521431468,10
159420277X,10
0415476186,10
0743233832,10
0691152640,10
1400064287,10
0316743003,10
0131429388,10
0345453743,10
0553383876,10
0671792253,10
0954300696,10
0596806752,10
0805078533,10
0878301178,10
039333869X,10
0321604814,10
0262220695,10
0761147489,10
1439143137,10
0684852748,9
0674057554,9
0805829091,9
1585425524,9
0143122231,8
0521600812,8
0060521996,8
0817639144,8
039304002X,8
1594484805,8
1455883115,8
0470284889,8
098242969X,8
1430219483,8
0596100574,8
0375705104,8
0672336278,8
0446675156,8
0844742236,8
074995308X,8
069111966X,8
1449389554,8
0547386079,8
0201914654,8
0471000051,8
0596808321,8
0374285810,8
1449319432,8
1600490069,8
1589795474,8
039472903X,8
1936719118,8
0307887170,8
1568814240,8
0060556579,8
1935401009,8
0596801688,8
0787970883,8
0876120834,8
0385292163,8
0691149135,8
1118443616,8
0486409163,8
0596005652,8
0300164629,8
1593271441,8
0131479415,8
1591842719,8
0465018777,8
0826404049,8
0143120530,8
1591841666,8
0671027034,8
0321146530,8
0981690408,8
0307591549,8
0735605351,8
0672326140,8
0262162091,8
1592984762,8
0767907698,8
859037985X,8
0140250913,8
193236496X,8
1400040787,8
1416596585,8
0312185480,8
0143118447,8
0393320928,8
0307352153,8
0691136408,8
0201498413,8
1591840562,8
0521592712,8
0521545668,8
0881791326,8
1400032059,8
0061438294,8
1400078393,8
0140244328,8
0321721330,8
0136106811,8
0596517963,8
032157351X,8
1591842948,8
0345410025,8
1906860165,8
1439167346,8
0440226198,8
0521663504,7
0465027555,6
1935182641,6
0307269930,6
0230620590,6
0544103343,6
1560520442,6
1931520720,6
0582517346,6
0764579010,6
047052670X,6
1587317753,6
178032071X,6
0743266420,6
0618918094,6
1577314808,6
0061147893,6
1934356867,6
052189560X,6
1583334386,6
1118026470,6
1568989695,6
0815341059,6
0596153740,6
0321934113,6
